37656	23
37656	23
37656	23
37656	26
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	23
37656	27
37656	27
37656	27
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	56
37657	40
37657	40
37657	40
37657	40
37657	40
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37657	41
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	45
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37658	21
37659	48
37659	48
37659	48
37659	50
37659	50
37659	50
37659	111
37659	111
37659	111
37659	111
37659	111
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37660	53
37661	56
37661	56
37661	56
37661	56
37661	56
37661	56
37661	56
37661	56
37661	57
37661	41
37661	41
37661	41
37662	53
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	61
37662	52
37662	52
37662	52
37662	52
37662	52
37662	52
37662	52
37662	111
37662	64
37662	64
37662	64
37662	64
37662	111
37662	111
37662	40
37662	48
37662	48
37662	26
37662	26
37662	26
37662	121
37662	121
37662	121
37662	121
37662	121
37662	39
37662	39
37662	39
37663	61
37663	48
37663	48
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37663	26
37664	44
37664	44
37664	44
37664	61
37664	45
37664	45
37664	45
37664	57
37664	57
37664	57
37664	57
37664	52
37664	52
37664	52
37664	56
37664	56
37664	56
37664	56
37664	56
37664	56
37664	56
37664	111
37664	111
37664	111
37664	71
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	41
37665	26
37665	50
37665	50
37665	50
37665	50
37665	50
37665	50
37665	50
37669	50
37669	50
37669	50
37669	50
37669	50
37669	50
37669	50
